word	items.a	items.b	items.g	items.u	means	F1
1	about	0.620854423604448	2.76379024293356	0	1	0	1
2	above	1.29780297465472	1.98433135809008	0	1	0	1
3	after	0.427586656804622	0.00328063604060067	0	1	0	1
4	all	2.88312542313432	-0.0108685823536481	0	1	0	1
5	alligator	2.88312153455174	-0.0108685911627249	0	1	0	1
6	animal	7.9930973350207	0.0573273300794481	0	1	0	1
7	ankle	6.97248475990828	2.05196042256648	0	1	0	1
8	another	6.97248475990828	2.05196042256648	0	1	0	1
9	ant	2.22804496700945	-0.449515709905823	0	1	0	1
10	any	0.713505846117335	-1.27660377170569	0	1	0	1
11	apple	0.483593135160137	1.17183223002415	0	1	0	1
12	arm	42.205254620002	-0.0217146362512414	0	1	0	1
13	around	0.513192198376798	-1.10795089861475	0	1	0	1
14	asleep	2.09611897272205	0.63701865931553	0	1	0	1
15	at	10.7302190478397	-1.35159372082563	0	1	0	1
16	aunt	50.1869588769406	0.213812984456661	0	1	0	1
17	awake	6.97248475990828	2.05196042256648	0	1	0	1
18	away	0.879118890548316	2.83535968027193	0	1	0	1
19	baby	5.23789437694761	0.137681143735286	0	1	0	1
20	back	6.97248475990828	2.05196042256648	0	1	0	1
21	backyard	47.574517926379	-0.00604901218248727	0	1	0	1
22	bad	0.678206714411587	1.87461292498016	0	1	0	1
23	ball	0.714192144961242	-0.00924122595313977	0	1	0	1
24	balloon	0.941952523008036	0.966597544924829	0	1	0	1
25	banana	6.97248475990831	2.05196042256647	0	1	0	1
26	basement	1.35309245634482	-1.92750927679288	0	1	0	1
27	basket	1.09870417705511	1.63154012182445	0	1	0	1
28	bat	2.97855545614167	-0.11811120469861	0	1	0	1
29	bath	10.7302190478397	-1.35159372082563	0	1	0	1
30	bathroom	35.9925811758176	-0.0497931452003292	0	1	0	1
31	beach	0.536849642922429	1.06248363269628	0	1	0	1
32	beads	1.29780297465472	1.98433135809008	0	1	0	1
33	beans	0.428620982760753	2.0282381599222	0	1	0	1
34	bear	0.620854423604448	2.76379024293356	0	1	0	1
35	bed	1.35309245634307	-1.92750927679499	0	1	0	1
36	bedroom	0.879118890548316	2.83535968027193	0	1	0	1
